token_id,speaker,tu_id,unit,id,span,form,lemma,upos,jefferson_feats
174-0,TOR003,174,174,1-2,nel,nel,_,_,_
174-0a,_,_,174,1,_,in,in,ADP,_
174-0b,_,_,174,2,_,il,il,DET,_
174-1,TOR003,174,174,3,dubbio,dubbio,dubbio,NOUN,_
175-0,TOI003,175,175,1,meglio,meglio,meglio,ADV,_
175-1,TOI003,175,175,2,andare,andare,andare,VERB,_
175-2,TOI003,175,175,3,in,in,in,ADP,_
175-3,TOI003,175,175,4,messico.,messico,messico,NOUN,_
176-0,TOR001,176,176,0,((ride)),((ride)),[LAUGH],X,_
177-0,TOR002,177,177,0,((ride)),((ride)),[LAUGH],X,_
178-0,TOR003,178,178,0,((ride)),((ride)),[LAUGH],X,_
179-0,TOI002,179,179,0,((ride)),((ride)),[LAUGH],X,_
180-0,TOR001,180,180,1-2,(nel,nel,_,_,_
180-0a,_,_,180,1,_,in,in,ADP,_
180-0b,_,_,180,2,_,il,il,DET,_
180-1,TOR001,180,180,3,dubbio,dubbio,dubbio,NOUN,_
180-2,TOR001,180,180,4,meglio),meglio,meglio,ADV,_
180-3,TOR001,180,180,5,il,il,il,DET,_
180-4,TOR001,180,180,6,messico,messico,messico,NOUN,_
181-0,TOR001,181,181,1,tu,tu,tu,PRON,_
181-1,TOR001,181,181,2,invece,invece,invece,ADV,_
181-2,TOR001,181,181,3,hai,hai,avere,AUX,_
181-3,TOR001,181,181,4,sempre,sempre,sempre,ADV,_
181-4,TOR001,181,181,5,fatto,fatto,fare,VERB,_
181-5,TOR001,181,181,6,lo,lo,il,DET,_
181-6,TOR001,181,181,7,[stesso,stesso,stesso,ADJ,_
181-7,TOR001,181,181,8,lavoro]?,lavoro,lavoro,NOUN,_
182-0,TOI002,182,182,1,[eh,eh,eh,INTJ,_
182-1,TOI002,182,182,2,io,io,io,PRON,_
182-2,TOI002,182,182,3,purtroppo],purtroppo,purtroppo,ADV,_
182-3,TOI002,182,182,4,un,un,uno,DET,_
182-4,TOI002,182,182,5,anno,anno,anno,NOUN,_
182-5,TOI002,182,182,6,ho,ho,avere,AUX,_
182-6,TOI002,182,182,7,lavorato,lavorato,lavorare,VERB,_
182-7,TOI002,182,182,8,((ride)),((ride)),[LAUGH],X,_
183-0,TOR001,183,183,0,((ride)),((ride)),[LAUGH],X,_
184-0,TOR002,184,184,0,((ride)),((ride)),[LAUGH],X,_
185-0,TOR003,185,185,0,((ride)),((ride)),[LAUGH],X,_
186-0,TOI002,186,186,1,no,no,no,ADV,_
186-1,TOI002,186,186,2,ho,ho,avere,AUX,_
186-2,TOI002,186,186,3,fatto::,fatto,fare,VERB,_
186-3,TOI002,186,186,4,mh,mh,mh,INTJ,_
186-4,TOI002,186,186,5,(.),[PAUSE],[PAUSE],X,_
186-5,TOI002,186,186,6,pavimenti,pavimenti,pavimento,NOUN,_
186-6,TOI002,186,186,7,in,in,in,ADP,_
186-7,TOI002,186,186,8,resina,resina,resina,NOUN,_
186-8,TOI002,186,186,9,(.),[PAUSE],[PAUSE],X,_
186-9,TOI002,186,186,10,da,da,da,ADP,_
186-10,TOI002,186,186,11,operaio,operaio,operaio,NOUN,_
186-11,TOI002,186,186,12,(.),[PAUSE],[PAUSE],X,_
186-12,TOI002,186,186,13,[in,in,in,ADP,_
186-13,TOI002,186,186,14,una,una,uno,DET,_
186-14,TOI002,186,186,15,ditta]:,ditta,ditta,NOUN,_
186-15,TOI002,186,186,16,(.),[PAUSE],[PAUSE],X,_
186-16,TOI002,186,186,17,che,che,che,PRON,_
186-17,TOI002,186,186,18,conoscevamo,conoscevamo,conoscere,VERB,_
187-0,TOR001,187,187,1,[okay],okay,ok,INTJ,_
